Code;Libellé;Population municipale 2016;Boulangerie 2017
77158;Diant;192;0
77159;Donnemarie-Dontilly;2875;2
77161;Dormelles;807;1
77162;Doue;994;1
77163;Douy-la-Ramée;323;0
77164;Échouboulains;557;0
77165;Les Écrennes;600;1
77167;Égligny;335;0
77168;Égreville;2151;2
77169;Émerainville;7786;1
77171;Esbly;6206;2
77172;Esmans;905;0
77173;Étrépilly;883;0
77174;Everly;597;1
77175;Évry-Grégy-sur-Yerre;2788;1
77176;Faremoutiers;2751;2
77177;Favières;1111;0
77178;Faÿ-lès-Nemours;483;0
77179;Féricy;580;1
77180;Férolles-Attilly;1213;0
77181;Ferrières-en-Brie;3222;4
77182;La Ferté-Gaucher;4818;4
77183;La Ferté-sous-Jouarre;9651;9
77184;Flagy;643;0
77185;Fleury-en-Bière;661;0
77186;Fontainebleau;14907;18
77187;Fontaine-Fourches;601;0
77188;Fontaine-le-Port;988;1
77190;Fontains;239;0
77191;Fontenailles;1070;0
77192;Fontenay-Trésigny;5470;2
77193;Forfry;217;0
77194;Forges;428;0
77195;Fouju;578;0
77196;Fresnes-sur-Marne;917;0
77197;Frétoy;168;0
77198;Fromont;236;0
77199;Fublaines;1284;0
77200;Garentreville;112;0
77201;Gastins;698;0
77202;La Genevraye;777;0
77203;Germigny-l'Évêque;1312;0
77204;Germigny-sous-Coulombs;208;0
77205;Gesvres-le-Chapitre;154;0
77206;Giremoutiers;165;0
77207;Gironville;156;0
77208;Gouaix;1478;1
77209;Gouvernes;1166;4
77210;La Grande-Paroisse;2763;1
77211;Grandpuits-Bailly-Carrois;1020;0
77212;Gravon;159;0
77214;Gressy;860;0
77215;Gretz-Armainvilliers;8743;4
77216;Grez-sur-Loing;1414;1
77217;Grisy-Suisnes;2408;1
77218;Grisy-sur-Seine;107;0
77219;Guérard;2402;1
77220;Guercheville;274;0
77221;Guermantes;1143;1
77222;Guignes;3936;2
77223;Gurcy-le-Châtel;576;0
77224;Hautefeuille;258;0
77225;La Haute-Maison;304;0
77226;Héricy;2603;2
77227;Hermé;647;0
77228;Hondevilliers;256;0
77229;La Houssaye-en-Brie;1634;1
77230;Ichy;174;0
77231;Isles-les-Meldeuses;802;0
77232;Isles-lès-Villenoy;907;0
77233;Iverny;589;0
77234;Jablines;685;0
77235;Jaignes;292;0
77236;Jaulnes;376;0
77237;Jossigny;672;1
77238;Jouarre;4275;4
77239;Jouy-le-Châtel;1551;1
77240;Jouy-sur-Morin;2098;1
77241;Juilly;1978;0
77242;Jutigny;547;0
77243;Lagny-sur-Marne;21264;17
77244;Larchant;705;1
77245;Laval-en-Brie;467;0
77246;Léchelle;592;0
77247;Lescherolles;474;0
77248;Lesches;725;0
77249;Lésigny;7270;5
77250;Leudon-en-Brie;163;0
77251;Lieusaint;13363;4
77252;Limoges-Fourches;472;0
77253;Lissy;201;0
77254;Liverdy-en-Brie;1331;1
77255;Livry-sur-Seine;2027;1
77256;Lizines;185;0
77257;Lizy-sur-Ourcq;3597;2
77258;Lognes;13999;3
77259;Longperrier;2414;0
77260;Longueville;1806;2
77261;Lorrez-le-Bocage-Préaux;1260;1
77262;Louan-Villegruis-Fontaine;485;0
77263;Luisetaines;242;0
77264;Lumigny-Nesles-Ormeaux;1530;0
77265;Luzancy;1108;0
77266;Machault;785;0
77267;La Madeleine-sur-Loing;352;0
77268;Magny-le-Hongre;8419;3
77269;Maincy;1694;1
77270;Maisoncelles-en-Brie;882;0
77271;Maisoncelles-en-Gâtinais;131;0
77272;Maison-Rouge;887;1
77273;Marchémoret;565;0
77274;Marcilly;488;0
77275;Les Marêts;150;0
77276;Mareuil-lès-Meaux;2959;2
77277;Marles-en-Brie;1601;1
77278;Marolles-en-Brie;401;0
77279;Marolles-sur-Seine;1722;3
77280;Mary-sur-Marne;1173;1
77281;Mauperthuis;487;0
77282;Mauregard;340;1
77283;May-en-Multien;904;0
77284;Meaux;54331;45
77285;Le Mée-sur-Seine;20749;9
77286;Meigneux;238;0
77287;Meilleray;506;1
77288;Melun;40228;30
77289;Melz-sur-Seine;355;0
77290;Méry-sur-Marne;671;0
77291;Le Mesnil-Amelot;997;11
77292;Messy;1149;0
77293;Misy-sur-Yonne;977;0
77294;Mitry-Mory;19911;11
77295;Moisenay;1371;1
77296;Moissy-Cramayel;17695;5
77297;Mondreville;345;0
77298;Mons-en-Montois;456;0
77300;Montceaux-lès-Meaux;598;0
77301;Montceaux-lès-Provins;335;0
77302;Montcourt-Fromonville;1994;1
77303;Montdauphin;245;0
77304;Montenils;27;0
77305;Montereau-Fault-Yonne;19361;14
77306;Montereau-sur-le-Jard;521;0
77307;Montévrain;10950;5
77308;Montgé-en-Goële;756;0
77309;Monthyon;1710;1
77310;Montigny-le-Guesdier;299;0
77311;Montigny-Lencoup;1369;1
77312;Montigny-sur-Loing;2721;1
77313;Montmachoux;241;0
77314;Montolivet;241;0
77315;Montry;3602;1
77316;Moret-Loing-et-Orvanne;12459;9
77317;Mormant;4797;3
77318;Mortcerf;1452;1
77319;Mortery;150;0
77320;Mouroux;5413;3
77321;Mousseaux-lès-Bray;729;0
77322;Moussy-le-Neuf;3052;1
77323;Moussy-le-Vieux;1379;1
77325;Mouy-sur-Seine;356;0
77326;Nandy;5976;1
77327;Nangis;8652;5
77328;Nanteau-sur-Essonne;439;0
77329;Nanteau-sur-Lunain;700;1
77330;Nanteuil-lès-Meaux;6016;5
77331;Nanteuil-sur-Marne;442;0
77332;Nantouillet;275;0
77333;Nemours;13172;12
77335;Chauconin-Neufmontiers;3157;3
77336;Neufmoutiers-en-Brie;1020;0
77337;Noisiel;15495;4
77338;Noisy-Rudignon;616;0
77339;Noisy-sur-École;1834;0
77340;Nonville;612;0
77341;Noyen-sur-Seine;363;0
77342;Obsonville;107;0
77343;Ocquerre;458;0
77344;Oissery;2199;1
77345;Orly-sur-Morin;682;1
77347;Les Ormes-sur-Voulzie;859;1
77348;Ormesson;247;0
77349;Othis;6702;1
77350;Ozoir-la-Ferrière;20196;7
77352;Ozouer-le-Voulgis;1895;2
77353;Paley;420;1
77354;Pamfou;945;0
77355;Paroy;171;0
77356;Passy-sur-Seine;49;0
77357;Pécy;867;0
77358;Penchard;1085;1
77359;Perthes;2004;1
77360;Pézarches;400;0
77361;Pierre-Levée;478;0
77363;Le Pin;1407;1
77364;Le Plessis-aux-Bois;290;0
77365;Le Plessis-Feu-Aussoux;571;0
77366;Le Plessis-l'Évêque;295;0
77367;Le Plessis-Placy;271;0
77368;Poigny;522;0
77369;Poincy;682;0
77370;Poligny;807;0
77371;Pommeuse;2914;2
77372;Pomponne;3959;0
77373;Pontault-Combault;38326;18
77374;Pontcarré;2222;1
77376;Précy-sur-Marne;797;0
77377;Presles-en-Brie;2302;2
77378;Pringy;2944;2
77379;Provins;11859;9
77380;Puisieux;318;0
77381;Quiers;669;0
77382;Quincy-Voisins;5430;1
77383;Rampillon;826;0
77384;Réau;1814;1
77385;Rebais;2286;6
77386;Recloses;660;1
77387;Remauville;456;0
77388;Reuil-en-Brie;828;0
77389;La Rochette;3365;1
77390;Roissy-en-Brie;23104;9
77391;Rouilly;485;0
77392;Rouvres;883;0
77393;Rozay-en-Brie;2846;2
77394;Rubelles;2152;0
77395;Rumont;124;0
77396;Rupéreux;102;0
77397;Saâcy-sur-Marne;1800;2
77398;Sablonnières;716;0
77400;Saint-Augustin;1744;1
77401;Sainte-Aulde;692;0
77402;Saint-Barthélemy;325;0
77403;Saint-Brice;768;0
77404;Sainte-Colombe;1816;2
77405;Saint-Cyr-sur-Morin;1943;1
77406;Saint-Denis-lès-Rebais;955;0
77407;Saint-Fargeau-Ponthierry;14386;4
77408;Saint-Fiacre;405;0
77409;Saint-Germain-Laval;2790;0
77410;Saint-Germain-Laxis;746;0
77411;Saint-Germain-sous-Doue;526;0
77412;Saint-Germain-sur-École;358;1
77413;Saint-Germain-sur-Morin;3612;2
77414;Saint-Hilliers;470;0
77415;Saint-Jean-les-Deux-Jumeaux;1267;1
77416;Saint-Just-en-Brie;238;0
77417;Saint-Léger;261;0
77418;Saint-Loup-de-Naud;884;0
77419;Saint-Mammès;3309;1
77420;Saint-Mard;3838;2
77421;Saint-Mars-Vieux-Maisons;283;0
77423;Saint-Martin-des-Champs;661;0
77424;Saint-Martin-du-Boschet;292;0
77425;Saint-Martin-en-Bière;764;0
77426;Saint-Méry;354;0
77427;Saint-Mesmes;613;0
77428;Saint-Ouen-en-Brie;843;0
77429;Saint-Ouen-sur-Morin;541;0
77430;Saint-Pathus;6042;2
77431;Saint-Pierre-lès-Nemours;5466;1
77432;Saint-Rémy-la-Vanne;978;0
77433;Beautheil-Saints;2054;1
77434;Saint-Sauveur-lès-Bray;355;0
77435;Saint-Sauveur-sur-École;1120;0
77436;Saint-Siméon;899;1
77437;Saint-Soupplets;3252;2
77438;Saint-Thibault-des-Vignes;6457;2
77439;Salins;1082;1
77440;Sammeron;1124;0
77441;Samois-sur-Seine;2068;1
77442;Samoreau;2321;1
77443;Sancy;380;0
77444;Sancy-lès-Provins;322;0
77445;Savigny-le-Temple;30097;9
77446;Savins;606;0
77447;Seine-Port;1892;1
77448;Sept-Sorts;491;0
77449;Serris;8843;10
77450;Servon;3233;1
77451;Signy-Signets;590;0
77452;Sigy;53;0
77453;Sivry-Courtry;1243;1
77454;Sognolles-en-Montois;403;1
77455;Soignolles-en-Brie;1969;1
77456;Soisy-Bouy;823;0
77457;Solers;1235;0
77458;Souppes-sur-Loing;5397;5
77459;Sourdun;1502;1
77460;Tancrou;361;0
77461;Thénisy;288;0
77462;Thieux;841;0
77463;Thomery;3493;1
77464;Thorigny-sur-Marne;9610;3
77465;Thoury-Férottes;674;0
77466;Tigeaux;380;0
77467;La Tombe;233;0
77468;Torcy;23215;6
77469;Touquin;1209;1
77470;Tournan-en-Brie;8777;3
77471;Tousson;390;0
77472;La Trétoire;482;0
77473;Treuzy-Levelay;435;0
77474;Trilbardou;672;0
77475;Trilport;5005;2
77476;Trocy-en-Multien;242;0
77477;Ury;845;1
77478;Ussy-sur-Marne;1055;1
77479;Vaires-sur-Marne;13580;4
77480;Valence-en-Brie;949;0
77481;Vanvillé;181;0
77482;Varennes-sur-Seine;3429;3
77483;Varreddes;1945;1
77484;Vaucourtois;246;0
77485;Le Vaudoué;749;0
77486;Vaudoy-en-Brie;894;0
77487;Vaux-le-Pénil;11049;6
77489;Vaux-sur-Lunain;219;0
77490;Vendrest;747;1
77492;Verdelot;694;0
77493;Verneuil-l'Étang;3226;3
77494;Vernou-la-Celle-sur-Seine;2684;1
77495;Vert-Saint-Denis;7490;4
77496;Vieux-Champagne;189;0
77498;Vignely;310;0
77500;Villebéon;480;0
77501;Villecerf;721;0
77504;Villemaréchal;1110;0
77505;Villemareuil;415;0
77506;Villemer;741;1
77507;Villenauxe-la-Petite;435;0
77508;Villeneuve-le-Comte;1859;1
77509;Villeneuve-les-Bordes;610;0
77510;Villeneuve-Saint-Denis;892;0
77511;Villeneuve-sous-Dammartin;648;1
77512;Villeneuve-sur-Bellot;1138;1
77513;Villenoy;4697;5
77514;Villeparisis;26327;16
77515;Villeroy;729;0
77516;Ville-Saint-Jacques;793;1
77517;Villevaudé;2109;0
77518;Villiers-en-Bière;212;1
77519;Villiers-Saint-Georges;1223;1
77520;Villiers-sous-Grez;710;1
77521;Villiers-sur-Morin;1937;1
77522;Villiers-sur-Seine;301;0
77523;Villuis;271;0
77524;Vimpelles;519;0
77525;Vinantes;383;0
77526;Vincy-Manoeuvre;296;0
77527;Voinsles;605;0
77528;Voisenon;1121;1
77529;Voulangis;1536;0
77530;Voulton;317;0
77531;Voulx;1762;2
77532;Vulaines-lès-Provins;66;0
77533;Vulaines-sur-Seine;2711;1
77534;Yèbles;914;0
78003;Ablis;3436;2
78005;Achères;20823;10
78006;Adainville;765;0
78007;Aigremont;1090;0
78009;Allainville;304;0
78010;Les Alluets-le-Roi;1213;1
78013;Andelu;474;0
78015;Andrésy;12924;5
78020;Arnouville-lès-Mantes;931;0
78029;Aubergenville;11625;7
78030;Auffargis;1990;1
78031;Auffreville-Brasseuil;650;0
78033;Aulnay-sur-Mauldre;1143;0
78034;Auteuil;938;0
78036;Autouillet;473;0
78043;Bailly;3826;1
78048;Bazainville;1443;0
78049;Bazemont;1560;0
78050;Bazoches-sur-Guyonne;604;0
78053;Béhoust;460;0
78057;Bennecourt;1864;1
78062;Beynes;7569;4
78068;Blaru;888;0
78070;Boinville-en-Mantois;294;0
78071;Boinville-le-Gaillard;610;0
78072;Boinvilliers;291;0
78073;Bois-d'Arcy;14703;7
78076;Boissets;258;0
78077;La Boissière-École;773;0
78082;Boissy-Mauvoisin;610;0
78084;Boissy-sans-Avoir;638;0
78087;Bonnelles;1905;1
78089;Bonnières-sur-Seine;4591;4
78090;Bouafle;2143;2
78092;Bougival;8749;2
78096;Bourdonné;497;0
78104;Breuil-Bois-Robert;729;0
78107;Bréval;1839;2
78108;Les Bréviaires;1215;0
78113;Brueil-en-Vexin;693;0
78117;Buc;5781;1
78118;Buchelay;3167;2
78120;Bullion;1922;1
78123;Carrières-sous-Poissy;16035;4
78124;Carrières-sur-Seine;15275;2
78125;La Celle-les-Bordes;831;1
78126;La Celle-Saint-Cloud;20973;8
78128;Cernay-la-Ville;1589;1
78133;Chambourcy;5657;2
78138;Chanteloup-les-Vignes;10387;4
78140;Chapet;1288;0
78143;Châteaufort;1380;1
78146;Chatou;31134;16
78147;Chaufour-lès-Bonnières;463;1
78152;Chavenay;1806;0
78158;Le Chesnay-Rocquencourt;31324;16
78160;Chevreuse;5681;3
78162;Choisel;550;0
78163;Civry-la-Forêt;338;0
78164;Clairefontaine-en-Yvelines;832;0
78165;Les Clayes-sous-Bois;17512;11
78168;Coignières;4372;7
78171;Condé-sur-Vesgre;1188;1
78172;Conflans-Sainte-Honorine;35404;24
78185;Courgent;381;0
78188;Cravent;453;0
78189;Crespières;1578;1
78190;Croissy-sur-Seine;9887;2
78192;Dammartin-en-Serve;1186;2
78193;Dampierre-en-Yvelines;1043;1
78194;Dannemarie;199;0
78196;Davron;310;0
78202;Drocourt;555;1
78206;Ecquevilly;4319;3
78208;Élancourt;25529;10
78209;Émancé;879;0
78217;Épône;6507;4
78220;Les Essarts-le-Roi;6758;3
78224;L'Étang-la-Ville;4539;1
78227;Évecquemont;784;0
78230;La Falaise;581;0
78231;Favrieux;142;0
78233;Feucherolles;2862;1
78234;Flacourt;155;0
78236;Flexanville;594;0
78237;Flins-Neuve-Église;156;0
78238;Flins-sur-Seine;2381;1
78239;Follainville-Dennemont;2050;1
78242;Fontenay-le-Fleury;13437;8
78245;Fontenay-Mauvoisin;365;0
78246;Fontenay-Saint-Père;996;0
78255;Freneuse;4483;2
78261;Gaillon-sur-Montcient;683;0
78262;Galluis;1187;0
78263;Gambais;2447;1
78264;Gambaiseuil;57;0
78265;Garancières;2342;1
78267;Gargenville;7201;4
78269;Gazeran;1283;1
78276;Gommecourt;675;0
78278;Goupillières;512;0
78281;Goussonville;618;0
78283;Grandchamp;326;0
78285;Gressey;545;0
78289;Grosrouvre;917;1
78290;Guernes;1089;0
78291;Guerville;2140;1
78296;Guitrancourt;609;0
78297;Guyancourt;28385;9
78299;Hardricourt;2198;3
78300;Hargeville;444;0
78302;La Hauteville;178;0
78305;Herbeville;251;0
78307;Hermeray;959;0
78310;Houdan;3627;5
78311;Houilles;31689;23
78314;Issou;4142;3
78317;Jambville;854;0
78320;Notre-Dame-de-la-Mer;654;0
78321;Jouars-Pontchartrain;5589;2
78322;Jouy-en-Josas;8257;5
78324;Jouy-Mauvoisin;554;0
78325;Jumeauville;609;0
78327;Juziers;3758;2
78329;Lainville-en-Vexin;798;0
78334;Lévis-Saint-Nom;1607;0
78335;Limay;16567;7
78337;Limetz-Villez;1940;1
78343;Les Loges-en-Josas;1567;0
78344;Lommoye;675;0
78346;Longnes;1453;2
78349;Longvilliers;500;0
78350;Louveciennes;7144;4
78354;Magnanville;5947;2
78356;Magny-les-Hameaux;9258;4
78358;Maisons-Laffitte;23470;11
78361;Mantes-la-Jolie;43969;44
78362;Mantes-la-Ville;19825;14
78364;Marcq;757;0
78366;Mareil-le-Guyon;371;0
78367;Mareil-Marly;3486;2
78368;Mareil-sur-Mauldre;1726;2
78372;Marly-le-Roi;16147;6
78380;Maule;5857;4
78381;Maulette;951;1
78382;Maurecourt;4390;2
78383;Maurepas;18646;10
78384;Médan;1385;1
78385;Ménerville;210;0
78389;Méré;1682;0
78391;Méricourt;419;0
78396;Le Mesnil-le-Roi;6276;3
78397;Le Mesnil-Saint-Denis;6751;3
78398;Les Mesnuls;862;1
78401;Meulan-en-Yvelines;9080;6
78402;Mézières-sur-Seine;3656;2
78403;Mézy-sur-Seine;2112;0
78404;Millemont;249;0
78406;Milon-la-Chapelle;280;0
78407;Mittainville;604;0
78410;Moisson;964;0
78413;Mondreville;406;0
78415;Montainville;512;0
78416;Montalet-le-Bois;321;0
78417;Montchauvet;279;0
78418;Montesson;15277;6
78420;Montfort-l'Amaury;2943;3
78423;Montigny-le-Bretonneux;32986;15
78431;Morainvilliers;2833;2
78437;Mousseaux-sur-Seine;687;0
78439;Mulcent;109;0
78440;Les Mureaux;32575;18
78442;Neauphle-le-Château;3293;2
78443;Neauphle-le-Vieux;953;0
78444;Neauphlette;839;0
78451;Nézel;1062;1
78455;Noisy-le-Roi;7581;4
78460;Oinville-sur-Montcient;1082;1
78464;Orcemont;990;0
78465;Orgerus;2331;2
78466;Orgeval;6134;4
78470;Orphin;898;0
78472;Orsonville;334;0
78474;Orvilliers;829;0
78475;Osmoy;357;0
78478;Paray-Douaville;258;0
78481;Le Pecq;15880;5
78484;Perdreauville;635;0
78486;Le Perray-en-Yvelines;6776;2
78490;Plaisir;31680;10
78497;Poigny-la-Forêt;943;0
78498;Poissy;37146;17
78499;Ponthévrard;622;0
78501;Porcheville;3128;1
78502;Le Port-Marly;5493;1
78505;Prunay-le-Temple;425;0
78506;Prunay-en-Yvelines;853;0
78513;La Queue-les-Yvelines;2184;2
78516;Raizeux;937;0
78517;Rambouillet;26202;15
78518;Rennemoulin;112;0
78520;Richebourg;1460;1
78522;Rochefort-en-Yvelines;895;1
78528;Rolleboise;397;0
78530;Rosay;361;0
78531;Rosny-sur-Seine;6208;4
78536;Sailly;388;0
78537;Saint-Arnoult-en-Yvelines;6090;3
78545;Saint-Cyr-l'École;18084;10
78548;Saint-Forget;513;0
78550;Saint-Germain-de-la-Grange;1887;0
78551;Saint-Germain-en-Laye;44008;34
78557;Saint-Hilarion;907;0
78558;Saint-Illiers-la-Ville;345;0
78559;Saint-Illiers-le-Bois;426;1
78561;Saint-Lambert;453;0
78562;Saint-Léger-en-Yvelines;1376;1
78564;Saint-Martin-de-Bréthencourt;646;0
78565;Saint-Martin-des-Champs;309;0
78567;Saint-Martin-la-Garenne;1003;0
78569;Sainte-Mesme;923;1
78571;Saint-Nom-la-Bretèche;4908;2
78575;Saint-Rémy-lès-Chevreuse;7800;5
78576;Saint-Rémy-l'Honoré;1565;0
78586;Sartrouville;52648;23
78588;Saulx-Marchais;928;0
78590;Senlisse;499;0
78591;Septeuil;2344;1
78597;Soindres;675;0
78601;Sonchamp;1640;0
78605;Tacoignières;1034;0
78606;Le Tartre-Gaudran;35;0
78608;Le Tertre-Saint-Denis;124;0
78609;Tessancourt-sur-Aubette;1017;0
78615;Thiverval-Grignon;1086;0
78616;Thoiry;1414;1
78618;Tilly;534;0
78620;Toussus-le-Noble;1185;0
78621;Trappes;32679;11
78623;Le Tremblay-sur-Mauldre;920;0
78624;Triel-sur-Seine;11834;4
78638;Vaux-sur-Seine;4857;2
78640;Vélizy-Villacoublay;21517;12
78642;Verneuil-sur-Seine;15475;6
78643;Vernouillet;10014;5
78644;La Verrière;6225;2
78646;Versailles;85346;53
78647;Vert;828;1
78650;Le Vésinet;16047;13
78653;Vicq;381;0
78655;Vieille-Église-en-Yvelines;706;0
78668;La Villeneuve-en-Chevrie;635;0
78672;Villennes-sur-Seine;5232;1
78674;Villepreux;10858;3
78677;Villette;530;0
78681;Villiers-le-Mahieu;761;0
78683;Villiers-Saint-Frédéric;2801;1
78686;Viroflay;16034;8
78688;Voisins-le-Bretonneux;11239;6
79001;L'Absie;941;1
79002;Adilly;302;0
79003;Aiffres;5510;2
79005;Airvault;3289;2
79007;Allonne;665;0
79008;Amailloux;829;0
79009;Amuré;432;0
79010;Arçais;614;0
79012;Ardin;1249;1
79013;Argentonnay;3176;1
79014;Loretz-d'Argenton;2674;2
79015;Asnières-en-Poitou;202;0
79016;Assais-les-Jumeaux;781;1
79018;Aubigné;212;0
79019;Aubigny;172;0
79020;Augé;923;0
79022;Availles-Thouarsais;196;0
79023;Avon;68;0
79024;Azay-le-Brûlé;1926;2
79025;Azay-sur-Thouet;1155;2
79029;Beaulieu-sous-Parthenay;675;1
79030;Beaussais-Vitré;979;0
79031;Beauvoir-sur-Niort;1763;2
79032;Béceleuf;753;0
79034;Bessines;1659;3
79038;Boismé;1202;2
79040;La Boissière-en-Gâtine;251;0
79042;Bougon;179;0
79046;Le Bourdet;592;0
79047;Boussais;456;0
79048;La Crèche;5576;4
79049;Bressuire;19499;14
79050;Bretignolles;614;0
79055;Brieuil-sur-Chizé;119;0
79056;Brion-près-Thouet;752;0
79057;Brioux-sur-Boutonne;1505;2
79058;Brûlain;746;0
79059;Le Busseau;733;1
79060;Caunay;183;0
79061;Celles-sur-Belle;3884;4
79062;Cerizay;4776;2
79063;Val en Vignes;2043;1
79064;Fontivillié;871;0
79066;Champdeniers;1632;2
79069;Chanteloup;1009;0
79070;La Chapelle-Bâton;400;0
79071;La Chapelle-Bertrand;483;0
79074;La Chapelle-Pouilloux;184;0
79076;La Chapelle-Saint-Laurent;1986;1
79077;Beugnon-Thireuil;726;1
79078;Plaine-d'Argenson;976;0
79079;Mauléon;8499;6
79080;Châtillon-sur-Thouet;2688;2
79081;Chauray;6931;9
79083;Chef-Boutonne;2583;3
79084;Chenay;471;0
79085;Chérigné;157;0
79086;Cherveux;1896;1
79087;Chey;568;1
79088;Chiché;1690;2
79089;Le Chillou;170;0
79090;Chizé;871;1
79091;Cirières;959;0
79092;Clavé;364;0
79094;Clessé;954;1
79095;Clussais-la-Pommeraie;591;0
79096;Combrand;1168;1
79100;Coulon;2264;2
79101;Coulonges-sur-l'Autize;2351;3
79102;Coulonges-Thouarsais;430;0
79103;Courlay;2454;1
79104;Cours;553;0
79105;Les Châteliers;497;0
79106;Couture-d'Argenson;368;1
79108;Doux;226;0
79109;Échiré;3337;2
79111;Ensigné;288;0
79112;Épannes;856;0
79114;Exireuil;1585;0
79115;Exoudun;594;0
79116;Faye-l'Abbesse;1042;1
79117;Faye-sur-Ardin;623;0
79118;Fénery;298;0
79119;Fenioux;654;1
79120;La Ferrière-en-Parthenay;804;1
79121;Fomperron;427;0
79122;Fontenille-Saint-Martin-d'Entraigues;553;0
79123;La Forêt-sur-Sèvre;2337;1
79124;Les Forges;138;0
79125;Fors;1789;1
79126;Les Fosses;446;0
79127;La Foye-Monjault;836;0
79128;François;961;0
79129;Fressines;1658;1
79130;Frontenay-Rohan-Rohan;2882;2
79131;Geay;319;0
79132;Genneton;327;0
79133;Germond-Rouvre;1171;0
79134;Glénay;568;0
79135;Gourgé;965;0
79136;Alloinay;868;0
79137;Granzay-Gript;905;0
79139;Les Groseillers;57;0
79140;Valdelaume;866;0
79141;Irais;206;0
79142;Juillé;99;0
79144;Juscorps;366;0
79145;Lageon;351;0
79147;Largeasse;741;2
79148;Lezay;2028;2
79149;Lhoumois;153;0
79150;Limalonges;842;3
79152;Lorigné;299;0
79153;Loubigné;162;0
79154;Loubillé;388;1
79156;Louin;682;0
79157;Louzy;1350;1
79158;Luché-sur-Brioux;139;0
79159;Luché-Thouarsais;508;0
79160;Lusseray;153;0
79161;Luzay;631;0
79162;Magné;2656;2
79163;Mairé-Levescault;546;0
79164;Maisonnay;255;1
79165;Maisontiers;160;0
79166;Marigny;873;1
79167;Marnes;254;0
79170;Mauzé-sur-le-Mignon;2788;4
79172;Mazières-en-Gâtine;1003;2
79174;Melle;6284;4
79175;Melleran;516;1
79176;Ménigoute;860;0
79177;Messé;190;0
79179;Moncoutant-sur-Sèvre;5041;5
79180;Montalembert;287;0
79183;Montravers;378;0
79184;La Mothe-Saint-Héray;1699;2
79185;Aigondigné;4789;1
79189;Nanteuil;1717;0
79190;Neuvy-Bouin;508;0
79191;Niort;59005;58
79195;Nueil-les-Aubiers;5568;4
79196;Plaine-et-Vallées;2413;2
79197;Oroux;98;0
79198;Paizay-le-Chapt;262;0
79200;Pamplie;277;0
79201;Pamproux;1733;2
79202;Parthenay;10388;14
79203;Pas-de-Jeu;369;0
79204;Périgné;1008;1
79205;Pers;73;0
79207;La Petite-Boissière;638;0
79208;La Peyratte;1170;1
79209;Pierrefitte;334;1
79210;Le Pin;1052;1
79212;Pliboux;207;0
79213;Pompaire;2010;0
79215;Pougne-Hérisson;371;1
79216;Prahecq;2157;2
79217;Prailles-La Couarde;945;0
79218;Pressigny;182;0
79220;Prin-Deyrançon;610;0
79223;Puihardy;54;0
79225;Reffannes;361;0
79226;Le Retail;279;0
79229;La Rochénard;581;0
79230;Rom;858;0
79231;Romans;706;0
79235;Saint-Amand-sur-Sèvre;1399;2
79236;Saint-André-sur-Sèvre;649;0
79238;Saint-Aubin-du-Plain;551;0
79239;Saint-Aubin-le-Cloud;1773;1
79241;Saint-Christophe-sur-Roc;551;1
79242;Voulmentin;1114;1
79243;Saint-Coutant;286;0
79244;Saint-Cyr-la-Lande;355;0
79246;Sainte-Eanne;618;0
79249;Saint-Gelais;2066;2
79250;Sainte-Gemme;401;0
79251;Marcillé;768;0
79252;Saint-Généroux;369;0
79253;Saint-Georges-de-Noisné;710;0
79254;Saint-Georges-de-Rex;436;0
79255;Saint-Germain-de-Longue-Chaume;404;0
79256;Saint-Germier;226;0
79257;Saint-Hilaire-la-Palud;1557;1
79258;Saint-Jacques-de-Thouars;445;0
79259;Saint-Jean-de-Thouars;1353;1
79263;Saint-Laurs;567;1
79265;Saint-Léger-de-Montbrun;1265;0
79267;Saint-Lin;334;0
79268;Saint-Loup-Lamairé;978;1
79269;Saint-Maixent-de-Beugné;402;0
79270;Saint-Maixent-l'École;6756;7
79271;Saint-Marc-la-Lande;360;0
79273;Saint-Martin-de-Bernegoue;780;0
79274;Saint-Martin-de-Mâcon;315;0
79276;Saint-Martin-de-Saint-Maixent;1097;0
79277;Saint-Martin-de-Sanzay;1082;0
79278;Saint-Martin-du-Fouilloux;235;0
79280;Saint Maurice Étusson;876;0
79281;Saint-Maxire;1289;1
79283;Sainte-Néomaye;1330;0
79284;Sainte-Ouenne;817;1
79285;Saint-Pardoux-Soutiers;1879;0
79286;Saint-Paul-en-Gâtine;446;0
79289;Saint-Pierre-des-Échaubrognes;1408;1
79290;Saint-Pompain;942;1
79293;Saint-Rémy;1086;0
79294;Saint-Romans-des-Champs;179;0
79295;Saint-Romans-lès-Melle;722;1
79297;Sainte-Soline;358;0
79298;Saint-Symphorien;1902;1
79299;Saint-Varent;2457;2
79300;Sainte-Verge;1405;1
79301;Saint-Vincent-la-Châtre;658;0
79302;Saivres;1451;1
79303;Salles;333;0
79304;Sansais;741;0
79306;Saurais;194;0
79307;Sauzé-Vaussais;1636;5
79308;Sciecq;639;0
79309;Scillé;363;0
79310;Secondigné-sur-Belle;520;0
79311;Secondigny;1850;2
79312;Séligné;115;0
79313;Sepvret;608;0
79316;Soudan;434;1
79319;Souvigné;914;0
79320;Surin;663;0
79322;Le Tallud;2033;1
79326;Thénezay;1403;1
79329;Thouars;14055;11
79331;Tourtenay;116;0
79332;Trayes;128;0
79334;Val-du-Mignon;1108;0
79335;Vallans;795;1
