Code;Libellé;Population municipale 2016;Boulangerie 2017
02524;Mont-Saint-Père;696;0
02525;Morcourt;574;0
02526;Morgny-en-Thiérache;84;0
02527;Morsain;433;0
02528;Mortefontaine;237;0
02529;Mortiers;188;0
02530;Moulins;75;0
02531;Moussy-Verneuil;124;0
02532;Moÿ-de-l'Aisne;968;1
02533;Muret-et-Crouttes;123;0
02534;Muscourt;56;0
02535;Nampcelles-la-Cour;121;0
02536;Nampteuil-sous-Muret;100;1
02537;Nanteuil-la-Fosse;190;0
02538;Nanteuil-Notre-Dame;62;0
02539;Nauroy;712;0
02540;Nesles-la-Montagne;1202;0
02541;Neufchâtel-sur-Aisne;418;1
02542;Neuflieux;96;0
02543;Neuilly-Saint-Front;2104;2
02544;Neuve-Maison;607;0
02545;La Neuville-Bosmont;191;0
02546;La Neuville-en-Beine;201;0
02547;La Neuville-Housset;66;0
02548;La Neuville-lès-Dorengt;382;0
02549;Neuville-Saint-Amand;843;0
02550;Neuville-sur-Ailette;107;0
02551;Neuville-sur-Margival;120;0
02552;Neuvillette;187;0
02553;Nizy-le-Comte;248;1
02554;Nogentel;1005;0
02555;Nogent-l'Artaud;2197;3
02556;Noircourt;83;0
02557;Noroy-sur-Ourcq;133;0
02558;Le Nouvion-en-Thiérache;2611;3
02559;Nouvion-et-Catillon;479;0
02560;Nouvion-le-Comte;253;0
02561;Nouvion-le-Vineux;164;0
02562;Nouvron-Vingré;231;0
02563;Noyales;169;0
02564;Noyant-et-Aconin;503;0
02565;Oeuilly;290;0
02566;Ognes;1140;1
02567;Ohis;315;0
02568;Oigny-en-Valois;151;0
02569;Oisy;467;0
02570;Ollezy;187;0
02571;Omissy;704;0
02572;Orainville;513;0
02573;Orgeval;66;0
02574;Origny-en-Thiérache;1461;1
02575;Origny-Sainte-Benoite;1694;2
02576;Osly-Courtil;320;0
02577;Ostel;76;0
02578;Oulches-la-Vallée-Foulon;89;0
02579;Oulchy-la-Ville;120;0
02580;Oulchy-le-Château;826;1
02581;Paars;306;0
02582;Paissy;72;0
02583;Pancy-Courtecon;58;0
02584;Papleux;125;0
02585;Parcy-et-Tigny;256;0
02586;Parfondeval;142;0
02587;Parfondru;355;0
02588;Pargnan;76;0
02589;Pargny-Filain;255;0
02590;Pargny-la-Dhuys;173;0
02591;Pargny-les-Bois;129;0
02592;Parpeville;190;0
02593;Pasly;998;0
02594;Passy-en-Valois;156;0
02595;Passy-sur-Marne;129;0
02596;Pavant;790;0
02598;Pernant;661;0
02599;Pierremande;285;0
02600;Pierrepont;386;1
02601;Pignicourt;197;0
02602;Pinon;1768;1
02604;Pithon;83;0
02605;Pleine-Selve;162;0
02606;Le Plessier-Huleu;72;0
02607;Ploisy;76;0
02608;Plomion;445;1
02609;Ployart-et-Vaurseine;21;0
02610;Pommiers;648;1
02612;Pont-Arcy;128;0
02613;Pontavert;605;1
02614;Pontru;256;0
02615;Pontruet;338;0
02616;Pont-Saint-Mard;203;0
02617;Pouilly-sur-Serre;513;0
02618;Prémont;706;0
02619;Prémontré;662;0
02620;Presles-et-Boves;366;0
02621;Presles-et-Thierny;385;0
02622;Priez;50;0
02623;Prisces;106;0
02624;Proisy;286;0
02625;Proix;147;0
02626;Prouvais;311;0
02627;Proviseux-et-Plesnoy;120;0
02628;Puiseux-en-Retz;212;0
02629;Puisieux-et-Clanlieu;291;0
02631;Quierzy;425;0
02632;Quincy-Basse;61;0
02633;Quincy-sous-le-Mont;61;0
02634;Raillimont;78;0
02635;Ramicourt;152;0
02636;Regny;201;0
02637;Remaucourt;302;0
02638;Remies;234;0
02639;Remigny;357;0
02640;Renansart;169;0
02641;Renneval;120;0
02642;Résigny;185;0
02643;Ressons-le-Long;772;0
02644;Retheuil;369;0
02645;Reuilly-Sauvigny;209;0
02647;Ribeauville;66;0
02648;Ribemont;1971;2
02649;Rocourt-Saint-Martin;273;0
02650;Rocquigny;359;0
02651;Rogécourt;103;0
02652;Rogny;117;0
02653;Romeny-sur-Marne;500;0
02654;Romery;85;0
02655;Ronchères;113;0
02656;Roucy;388;1
02657;Rougeries;240;0
02658;Roupy;230;1
02659;Rouvroy;513;0
02660;Rouvroy-sur-Serre;39;0
02661;Royaucourt-et-Chailvet;245;0
02662;Rozet-Saint-Albin;308;0
02663;Rozières-sur-Crise;229;0
02664;Rozoy-Bellevalle;113;0
02665;Grand-Rozoy;307;0
02666;Rozoy-sur-Serre;1006;1
02667;Saconin-et-Breuil;240;0
02668;Sains-Richaumont;1034;1
02670;Saint-Algis;160;1
02671;Saint-Aubin;297;0
02672;Saint-Bandry;272;0
02673;Saint-Christophe-à-Berry;443;0
02674;Saint-Clément;52;0
02675;Sainte-Croix;126;0
02676;Saint-Erme-Outre-et-Ramecourt;1728;2
02677;Saint-Eugène;244;0
02678;Sainte-Geneviève;74;0
02679;Saint-Gengoulph;147;0
02680;Saint-Gobain;2267;3
02681;Saint-Gobert;261;0
02682;Saint-Mard;111;0
02683;Saint-Martin-Rivière;121;0
02684;Saint-Michel;3470;2
02685;Saint-Nicolas-aux-Bois;120;0
02686;Saint-Paul-aux-Bois;396;0
02687;Saint-Pierre-Aigle;336;0
02688;Saint-Pierre-lès-Franqueville;53;0
02689;Saint-Pierremont;45;0
02690;Sainte-Preuve;83;0
02691;Saint-Quentin;54443;32
02693;Saint-Rémy-Blanzy;215;0
02694;Saint-Simon;633;1
02695;Saint-Thibaut;72;0
02696;Saint-Thomas;82;0
02697;Samoussy;388;0
02698;Sancy-les-Cheminots;100;0
02699;Saponay;289;0
02701;Saulchery;732;1
02702;Savy;612;1
02703;Seboncourt;1100;1
02704;Selens;251;0
02705;La Selve;221;0
02706;Septmonts;557;2
02707;Septvaux;172;0
02708;Sequehart;206;0
02709;Serain;408;1
02710;Seraucourt-le-Grand;774;0
02711;Serches;312;0
02712;Sergy;155;0
02713;Seringes-et-Nesles;280;0
02714;Sermoise;344;0
02715;Serval;50;0
02716;Servais;288;0
02717;Séry-lès-Mézières;586;0
02718;Silly-la-Poterie;129;0
02719;Sinceny;2040;2
02720;Sissonne;2075;3
02721;Sissy;475;0
02722;Soissons;28466;31
02723;Soize;100;0
02724;Sommelans;61;0
02725;Sommeron;141;0
02726;Sommette-Eaucourt;191;0
02727;Sons-et-Ronchères;238;0
02728;Sorbais;282;0
02729;Soucy;105;0
02730;Soupir;276;0
02731;Le Sourd;167;0
02732;Surfontaine;100;0
02734;Taillefontaine;270;0
02735;Tannières;16;0
02736;Tartiers;165;0
02737;Tavaux-et-Pontséricourt;577;1
02738;Tergnier;13541;11
02739;Terny-Sorny;328;0
02740;Thenailles;224;0
02741;Thenelles;551;0
02742;Thiernu;100;0
02743;Le Thuel;175;0
02744;Torcy-en-Valois;78;0
02745;Toulis-et-Attencourt;128;0
02746;Travecy;677;0
02747;Trefcon;87;0
02748;Trélou-sur-Marne;950;1
02749;Troësnes;228;0
02750;Trosly-Loire;611;1
02751;Trucy;148;0
02752;Tugny-et-Pont;276;0
02753;Tupigny;342;0
02754;Ugny-le-Gay;180;0
02755;Urcel;578;1
02756;Urvillers;648;0
02757;Vadencourt;548;0
02758;Vailly-sur-Aisne;1998;2
02759;La Vallée-au-Blé;363;0
02760;La Vallée-Mulâtre;154;0
02761;Variscourt;189;0
02762;Vassens;157;0
02763;Vasseny;211;0
02764;Vassogne;86;0
02765;Vaucelles-et-Beffecourt;261;0
02766;Vaudesson;241;0
02767;Vauxrezis;328;0
02768;Vauxaillon;532;0
02769;Vaux-Andigny;931;1
02770;Vauxbuin;788;2
02772;Vaux-en-Vermandois;149;0
02773;Vauxtin;40;0
02774;Vendelles;117;0
02775;Vendeuil;953;1
02776;Vendhuile;561;0
02777;Vendières;169;0
02778;Vendresse-Beaulne;106;0
02779;Vénérolles;227;0
02780;Venizel;1376;1
02781;Verdilly;465;0
02782;Le Verguier;217;0
02783;Grand-Verly;138;0
02784;Petit-Verly;155;0
02785;Vermand;1086;1
02786;Verneuil-sous-Coucy;127;0
02787;Verneuil-sur-Serre;249;0
02788;Versigny;472;0
02789;Vervins;2526;2
02790;Vesles-et-Caumont;227;0
02791;Veslud;234;0
02792;Veuilly-la-Poterie;152;0
02793;Vézaponin;130;0
02794;Vézilly;183;0
02795;Vic-sur-Aisne;1666;2
02796;Vichel-Nanteuil;89;0
02797;Viel-Arcy;183;0
02798;Viels-Maisons;1201;1
02799;Vierzy;449;0
02800;Viffort;324;0
02801;Vigneux-Hocquet;266;1
02802;La Ville-aux-Bois-lès-Dizy;208;0
02803;La Ville-aux-Bois-lès-Pontavert;140;0
02804;Villemontoire;188;0
02805;Villeneuve-Saint-Germain;2517;1
02806;Villeneuve-sur-Fère;277;0
02807;Villequier-Aumont;622;0
02808;Villeret;302;0
02809;Villers-Agron-Aiguizy;77;0
02810;Villers-Cotterêts;10694;4
02812;Villers-Hélon;222;0
02813;Villers-le-Sec;278;0
02814;Villers-lès-Guise;173;0
02815;Villers-Saint-Christophe;439;0
02816;Villers-sur-Fère;524;0
02817;Ville-Savoye;82;0
02818;Villiers-Saint-Denis;1083;0
02819;Vincy-Reuil-et-Magny;117;0
02820;Viry-Noureuil;1690;2
02821;Vivaise;709;1
02822;Vivières;396;0
02823;Voharies;73;0
02824;Vorges;368;1
02826;Voulpaix;389;1
02827;Voyenne;318;0
02828;Vregny;91;0
02829;Vuillery;43;0
02830;Wassigny;965;1
02831;Watigny;377;0
02832;Wiège-Faty;208;0
02833;Wimy;476;0
02834;Wissignicourt;160;0
03001;Abrest;2923;1
03002;Agonges;312;0
03003;Ainay-le-Château;1006;2
03004;Andelaroche;258;0
03005;Archignat;335;0
03006;Arfeuilles;660;1
03007;Arpheuilles-Saint-Priest;355;0
03008;Arronnes;377;2
03009;Aubigny;139;0
03010;Audes;437;0
03011;Aurouër;416;0
03012;Autry-Issards;326;0
03013;Avermes;3907;2
03014;Avrilly;134;0
03015;Bagneux;318;0
03016;Barberier;143;0
03017;Barrais-Bussolles;194;0
03018;Bayet;707;0
03019;Beaulon;1664;1
03020;Beaune-d'Allier;290;0
03021;Bègues;227;0
03022;Bellenaves;1022;2
03023;Bellerive-sur-Allier;8501;5
03024;Bert;247;0
03025;Bessay-sur-Allier;1339;4
03026;Besson;771;0
03027;Bézenet;974;2
03028;Billezois;387;0
03029;Billy;781;1
03030;Biozat;832;0
03031;Bizeneuille;295;0
03032;Blomard;237;0
03033;Bost;192;0
03034;Boucé;514;1
03035;Le Bouchaud;214;1
03036;Bourbon-l'Archambault;2550;3
03037;Braize;267;0
03038;Bransat;504;0
03039;Bresnay;378;1
03040;Bressolles;1099;0
03041;Le Brethon;327;0
03042;Le Breuil;534;1
03043;Broût-Vernet;1182;1
03044;Brugheas;1473;0
03045;Busset;940;1
03046;Buxières-les-Mines;1059;1
03047;La Celle;414;1
03048;Cérilly;1313;2
03049;Cesset;406;0
03050;La Chabanne;189;0
03051;Chambérat;307;0
03052;Chamblet;1097;1
03053;Chantelle;1064;3
03054;Chapeau;230;0
03055;La Chapelaude;1002;1
03056;La Chapelle;372;0
03057;La Chapelle-aux-Chasses;212;0
03058;Chappes;220;0
03059;Chareil-Cintrat;358;0
03060;Charmeil;948;1
03061;Charmes;396;0
03062;Charroux;362;1
03063;Chassenard;969;0
03064;Château-sur-Allier;177;0
03065;Châtel-de-Neuvre;547;2
03066;Châtel-Montagne;359;0
03067;Châtelperron;147;0
03068;Châtelus;112;0
03069;Châtillon;316;1
03070;Chavenon;135;0
03071;Chavroches;253;0
03072;Chazemais;498;0
03073;Chemilly;634;1
03074;Chevagnes;667;1
03075;Chezelle;182;0
03076;Chézy;236;0
03077;Chirat-l'Église;128;0
03078;Chouvigny;220;0
03079;Cindré;301;0
03080;Cognat-Lyonne;702;0
03081;Colombier;332;0
03082;Commentry;6262;6
03083;Contigny;597;0
03084;Cosne-d'Allier;2046;4
03085;Coulandon;652;0
03086;Coulanges;349;0
03087;Couleuvre;563;0
03088;Courçais;330;0
03089;Coutansouze;153;0
03090;Couzon;291;0
03091;Créchy;463;0
03092;Cressanges;630;1
03093;Creuzier-le-Neuf;1157;0
03094;Creuzier-le-Vieux;3295;1
03095;Cusset;12757;9
03096;Deneuille-lès-Chantelle;81;0
03097;Deneuille-les-Mines;362;0
03098;Désertines;4387;3
03099;Deux-Chaises;399;0
03100;Diou;1403;1
03101;Domérat;8819;5
03102;Dompierre-sur-Besbre;3052;2
03103;Le Donjon;1064;4
03104;Doyet;1193;1
03105;Droiturier;325;0
03106;Durdat-Larequille;1343;1
03107;Ébreuil;1260;2
03108;Échassières;390;1
03109;Escurolles;768;1
03110;Espinasse-Vozelle;1003;0
03111;Estivareilles;1107;1
03112;Étroussat;636;1
03113;Ferrières-sur-Sichon;563;1
03114;La Ferté-Hauterive;294;0
03115;Fleuriel;337;0
03116;Fourilles;196;0
03117;Franchesse;467;1
03118;Gannat;5836;6
03119;Gannay-sur-Loire;406;1
03120;Garnat-sur-Engièvre;699;1
03121;Gennetines;671;0
03122;Gipcy;239;0
03124;Gouise;220;0
03125;La Guillermie;129;0
03126;Hauterive;1181;1
03127;Hérisson;627;1
03128;Huriel;2664;2
03129;Hyds;321;1
03130;Isle-et-Bardais;266;0
03131;Isserpent;525;0
03132;Jaligny-sur-Besbre;587;1
03133;Jenzat;511;0
03134;Laféline;203;0
03135;Lalizolle;358;0
03136;Lamaids;218;0
03137;Langy;276;0
03138;Lapalisse;3105;3
03139;Laprugne;318;1
03140;Lavault-Sainte-Anne;1170;0
03141;Lavoine;151;0
03142;Lenax;260;0
03143;Lételon;113;0
03144;Liernolles;210;0
03145;Lignerolles;748;0
03146;Limoise;159;0
03147;Loddes;162;0
03148;Loriges;353;0
03149;Louchy-Montfand;440;0
03150;Louroux-Bourbonnais;215;0
03151;Louroux-de-Beaune;170;0
03152;Louroux-de-Bouble;243;1
03154;Luneau;299;0
03155;Lurcy-Lévis;1906;3
03156;Lusigny;1698;1
03157;Magnet;982;1
03158;Haut-Bocage;892;1
03159;Malicorne;806;0
03160;Marcenat;403;0
03161;Marcillat-en-Combraille;898;1
03162;Marigny;201;0
03163;Mariol;795;1
03164;Le Mayet-d'École;270;0
03165;Le Mayet-de-Montagne;1384;2
03166;Mazerier;299;0
03167;Mazirat;281;0
03168;Meaulne-Vitray;889;1
03169;Meillard;315;0
03170;Meillers;141;0
03171;Mercy;263;0
03172;Mesples;127;0
03173;Molinet;1161;0
03174;Molles;888;1
03175;Monestier;283;0
03176;Monétay-sur-Allier;505;0
03177;Monétay-sur-Loire;266;0
03178;Montaiguët-en-Forez;314;1
03179;Montaigu-le-Blin;306;0
03180;Montbeugny;691;0
03181;Montcombroux-les-Mines;320;0
03182;Monteignet-sur-l'Andelot;267;0
03183;Le Montet;467;1
03184;Montilly;516;0
03185;Montluçon;36147;44
03186;Montmarault;1520;3
03187;Montoldre;638;0
03188;Montord;211;0
03189;Montvicq;716;0
03190;Moulins;19613;27
03191;Murat;295;0
03192;Nades;152;0
03193;Nassigny;179;0
03194;Naves;115;0
03195;Néris-les-Bains;2603;3
03196;Neuilly-en-Donjon;220;0
03197;Neuilly-le-Réal;1458;2
03198;Neure;184;0
03200;Neuvy;1593;1
03201;Nizerolles;327;1
03202;Noyant-d'Allier;653;1
03203;Paray-le-Frésil;387;0
03204;Paray-sous-Briailles;635;0
03205;Périgny;447;0
03206;La Petite-Marche;182;0
03207;Pierrefitte-sur-Loire;508;0
03208;Le Pin;403;0
03209;Poëzat;146;0
03210;Pouzy-Mésangy;403;0
03211;Prémilhat;2439;2
03212;Quinssaines;1469;1
03213;Reugny;253;1
03214;Rocles;379;0
03215;Rongères;568;0
03216;Ronnet;175;0
03217;Saint-Angel;745;0
03218;Saint-Aubin-le-Monial;263;0
03219;Saint-Bonnet-de-Four;210;0
03220;Saint-Bonnet-de-Rochefort;691;0
03221;Saint-Bonnet-Tronçais;722;2
03222;Saint-Caprais;89;0
03223;Saint-Christophe;479;0
03224;Saint-Clément;309;0
03225;Saint-Désiré;440;1
03226;Saint-Didier-en-Donjon;269;0
03227;Saint-Didier-la-Forêt;385;0
03228;Saint-Éloy-d'Allier;45;0
03229;Saint-Ennemond;638;0
03230;Saint-Étienne-de-Vicq;521;0
03231;Saint-Fargeol;191;0
03232;Saint-Félix;324;0
03233;Saint-Genest;404;0
03234;Saint-Gérand-de-Vaux;386;0
03235;Saint-Gérand-le-Puy;1010;1
03236;Saint-Germain-des-Fossés;3694;3
03237;Saint-Germain-de-Salles;424;1
03238;Saint-Hilaire;539;0
03239;Saint-Léger-sur-Vouzance;265;0
03240;Saint-Léon;575;1
03241;Saint-Léopardin-d'Augy;358;0
03242;Saint-Loup;559;0
03243;Saint-Marcel-en-Murat;126;0
03244;Saint-Marcel-en-Marcillat;144;0
03245;Saint-Martin-des-Lais;124;0
03246;Saint-Martinien;610;0
03247;Saint-Menoux;1016;2
03248;Saint-Nicolas-des-Biefs;175;0
03249;Saint-Palais;165;0
03250;Saint-Pierre-Laval;365;0
03251;Saint-Plaisir;384;0
03252;Saint-Pont;644;0
03253;Saint-Pourçain-sur-Besbre;437;0
03254;Saint-Pourçain-sur-Sioule;5142;6
03255;Saint-Priest-d'Andelot;144;0
03256;Saint-Priest-en-Murat;222;0
03257;Saint-Prix;789;1
03258;Saint-Rémy-en-Rollat;1695;1
03259;Saint-Sauvier;354;1
03260;Saint-Sornin;227;0
03261;Sainte-Thérence;188;0
03262;Saint-Victor;2113;1
03263;Saint-Voir;194;1
03264;Saint-Yorre;2637;3
03265;Saligny-sur-Roudon;687;0
03266;Sanssat;271;0
03267;Saulcet;712;0
03268;Saulzet;389;0
03269;Sauvagny;92;0
03270;Sazeret;150;0
03271;Serbannes;827;0
03272;Servilly;295;0
03273;Seuillet;507;0
03274;Sorbier;313;0
03275;Souvigny;1866;2
03276;Sussat;102;0
03277;Target;257;0
03278;Taxat-Senat;205;0
03279;Teillet-Argenty;560;0
03280;Terjat;207;0
03281;Le Theil;410;0
03282;Theneuille;366;1
03283;Thiel-sur-Acolin;1117;1
03284;Thionne;325;0
03285;Tortezais;175;0
03286;Toulon-sur-Allier;1139;1
03287;Treban;394;2
03288;Treignat;416;1
03289;Treteau;536;1
03290;Trévol;1622;1
03291;Trézelles;398;1
03292;Tronget;907;0
03293;Urçay;266;0
03294;Ussel-d'Allier;160;0
03295;Valignat;77;0
03296;Valigny;376;0
03297;Vallon-en-Sully;1578;2
03298;Varennes-sur-Allier;3561;3
03299;Varennes-sur-Tèche;253;0
03300;Vaumas;538;1
03301;Vaux;1096;0
03302;Veauce;37;0
03303;Venas;241;0
03304;Vendat;2199;1
03305;Verneix;603;0
03306;Le Vernet;1932;1
03307;Verneuil-en-Bourbonnais;250;0
03308;Vernusse;155;0
03309;Le Veurdre;454;2
03310;Vichy;24383;30
03311;Vicq;330;0
03312;Vieure;277;0
03313;Le Vilhain;268;0
03314;Villebret;1319;0
03315;Villefranche-d'Allier;1352;2
03316;Villeneuve-sur-Allier;1067;1
03317;Viplaix;303;0
03319;Voussac;478;1
03320;Ygrande;775;1
03321;Yzeure;13230;7
04001;Aiglun;1412;0
04004;Allemagne-en-Provence;529;1
04005;Allons;149;0
04006;Allos;747;3
04007;Angles;66;0
04008;Annot;1046;1
04009;Archail;15;0
04012;Aubenas-les-Alpes;101;0
04013;Aubignosc;586;1
04016;Authon;57;0
04017;Auzet;98;1
04018;Banon;970;2
04019;Barcelonnette;2610;8
04020;Barles;136;0
04021;Barras;138;0
04022;Barrême;439;1
04023;Bayons;180;0
04024;Beaujeu;133;0
04025;Beauvezer;376;0
04026;Bellaffaire;148;0
04027;Bevons;235;0
04028;Beynes;128;0
04030;Blieux;61;0
04031;Bras-d'Asse;574;1
04032;Braux;123;0
04033;Ubaye-Serre-Ponçon;730;2
04034;La Brillanne;1142;1
04035;Brunet;267;0
04036;Le Brusquet;957;0
04037;Le Caire;68;0
04039;Castellane;1547;6
04040;Le Castellard-Mélan;64;0
04041;Le Castellet;289;0
04042;Castellet-lès-Sausses;134;0
04043;Val-de-Chalvagne;88;0
04045;Céreste;1199;2
04046;Le Chaffaut-Saint-Jurson;696;0
04047;Champtercier;818;0
04049;Château-Arnoux-Saint-Auban;5162;7
04050;Châteaufort;29;0
04051;Châteauneuf-Miravail;71;0
04053;Châteauneuf-Val-Saint-Donat;506;0
04054;Châteauredon;72;0
04055;Chaudon-Norante;184;0
04057;Clamensane;174;0
04058;Claret;268;0
04059;Clumanc;211;0
04061;Colmars;463;1
04062;La Condamine-Châtelard;158;0
04063;Corbières-en-Provence;1173;1
04065;Cruis;643;1
04066;Curbans;576;0
04067;Curel;57;0
04068;Dauphin;824;0
04069;Demandolx;135;0
04070;Digne-les-Bains;16186;15
04072;Draix;118;0
04073;Enchastrayes;394;1
04074;Entrages;106;0
04075;Entrepierres;380;0
04076;Entrevaux;869;1
04077;Entrevennes;165;0
04079;L'Escale;1399;2
04081;Esparron-de-Verdon;406;1
04084;Estoublon;483;0
04085;Faucon-du-Caire;50;0
04086;Faucon-de-Barcelonnette;304;0
04087;Fontienne;129;0
04088;Forcalquier;4966;6
04090;Le Fugeret;195;0
04091;Ganagobie;91;0
04092;La Garde;75;0
04093;Gigors;59;0
04094;Gréoux-les-Bains;2611;4
04095;L'Hospitalet;90;0
04096;Jausiers;1129;3
04097;La Javie;397;1
04099;Lambruisse;98;0
04101;Lardiers;119;0
04102;Le Lauzet-Ubaye;198;1
04104;Limans;364;0
04106;Lurs;383;1
04107;Majastres;4;0
04108;Malijai;1984;0
04109;Mallefougasse-Augès;326;1
04110;Mallemoisson;1052;2
04111;Mane;1358;2
04112;Manosque;21868;27
04113;Marcoux;482;0
04115;Méailles;112;0
04116;Les Mées;3700;4
04118;Melve;115;0
04120;Val d'Oronaye;118;0
04121;Mézel;660;1
04122;Mirabeau;511;0
04123;Mison;1117;1
04124;Montagnac-Montpezat;421;0
04126;Montclar;414;2
04127;Montfort;337;0
04128;Montfuron;216;0
04129;Montjustin;57;0
04130;Montlaux;192;0
04132;Montsalier;136;0
04133;Moriez;231;0
04134;La Motte-du-Caire;558;1
04135;Moustiers-Sainte-Marie;701;1
04136;La Mure-Argens;330;0
04137;Nibles;43;0
04138;Niozelles;273;0
04139;Noyers-sur-Jabron;516;1
04140;Les Omergues;131;0
04141;Ongles;371;0
04142;Oppedette;50;0
04143;Oraison;5917;6
04144;La Palud-sur-Verdon;344;2
04145;Peipin;1468;1
04148;Peyroules;234;0
04149;Peyruis;2867;4
04150;Piégut;178;0
04151;Pierrerue;479;0
04152;Pierrevert;3743;2
04154;Pontis;84;0
04155;Prads-Haute-Bléone;184;0
04156;Puimichel;232;0
04157;Puimoisson;739;2
04158;Quinson;427;0
04159;Redortiers;80;0
04160;Reillanne;1653;2
04161;Méolans-Revel;337;0
04162;Revest-des-Brousses;270;0
04163;Revest-du-Bion;568;1
04164;Revest-Saint-Martin;77;0
04166;Riez;1848;5
04167;La Robine-sur-Galabre;306;0
04169;La Rochegiron;97;0
04170;La Rochette;67;0
04171;Rougon;105;0
04172;Roumoules;742;0
04173;Saint-André-les-Alpes;1008;4
04174;Saint-Benoît;152;0
04175;Sainte-Croix-à-Lauze;86;0
04176;Sainte-Croix-du-Verdon;119;0
04177;Hautes-Duyes;43;0
04178;Saint-Étienne-les-Orgues;1273;3
04179;Saint-Geniez;94;0
04180;Saint-Jacques;71;0
04181;Saint-Jeannet;59;0
04182;Saint-Julien-d'Asse;204;0
04183;Saint-Julien-du-Verdon;146;0
04184;Saint-Jurs;138;0
04186;Saint-Laurent-du-Verdon;97;0
04187;Saint-Lions;52;0
04188;Saint-Maime;847;1
04189;Saint-Martin-de-Brômes;571;0
04190;Saint-Martin-les-Eaux;115;1
04191;Saint-Martin-lès-Seyne;13;0
04192;Saint-Michel-l'Observatoire;1239;1
04193;Saint-Paul-sur-Ubaye;193;0
04194;Saint-Pierre;97;0
04195;Saint-Pons;640;0
04197;Sainte-Tulle;3409;2
04199;Saint-Vincent-sur-Jabron;194;0
04200;Salignac;633;0
04201;Saumane;115;0
04202;Sausses;124;0
04203;Selonnet;451;2
04204;Senez;167;0
04205;Seyne;1348;3
04206;Sigonce;429;0
04207;Sigoyer;105;0
04208;Simiane-la-Rotonde;594;1
04209;Sisteron;7341;10
04210;Soleilhas;110;0
04211;Sourribes;179;0
04214;Tartonne;136;0
04216;Thèze;233;0
04217;Thoard;710;2
04218;Thorame-Basse;222;0
04219;Thorame-Haute;237;1
04220;Les Thuiles;395;0
04222;Turriers;321;1
04224;Ubraye;88;0
04226;Uvernet-Fours;584;2
04227;Vachères;274;0
04228;Valavoire;42;0
04229;Valbelle;278;0
04230;Valensole;3195;2
04231;Valernes;253;0
04233;Vaumeilh;259;0
04234;Venterol;249;0
04235;Verdaches;61;0
04236;Vergons;112;0
04237;Le Vernet;130;0
04240;Villars-Colmars;252;0
04241;Villemus;185;0
04242;Villeneuve;4136;1
04244;Volonne;1648;3
04245;Volx;3153;2
05001;Abriès-Ristolas;382;0
05003;Aiguilles;428;1
05004;Ancelle;910;4
05006;L'Argentière-la-Bessée;2293;4
05007;Arvieux;372;0
05008;Aspremont;350;1
05009;Aspres-lès-Corps;107;0
05010;Aspres-sur-Buëch;830;1
05011;Avançon;401;0
05012;Baratier;593;3
05013;Barcillonnette;143;0
05014;Barret-sur-Méouge;220;0
05016;La Bâtie-Montsaléon;244;0
05017;La Bâtie-Neuve;2506;2
05018;La Bâtie-Vieille;350;0
05019;La Beaume;156;0
05021;Le Bersac;151;0
05022;Bréziers;220;0
05023;Briançon;11950;13
05024;Valdoule;212;0
05025;Buissard;206;0
05026;Ceillac;293;2
05027;Cervières;182;0
05028;Chabestan;133;0
05029;Chabottes;828;2
05031;Champcella;185;0
05032;Champoléon;144;0
05033;Chanousse;40;0
05035;Châteauneuf-d'Oze;28;0
05036;Châteauroux-les-Alpes;1171;1
05037;Châteauvieux;488;0
05038;Château-Ville-Vieille;344;1
05039;Aubessagne;705;1
05040;Chorges;2891;4
05044;Crévoux;135;0
05045;Crots;1052;0
05046;Embrun;6174;10
05047;Éourres;132;1
05048;L'Épine;193;0
